Ranking,University,Location,Year
383,Indian Institute of Technology Roorkee (IITR),"Roorkee, India",2021
383,Oxford Brookes University,,2021
383,University of Pisa,"Pisa, Italy",2021
383,University of Kansas,"Lawrence, United States",2021
387,Lincoln University,"Lincoln, New Zealand",2021
387,Shanghai University,"Shanghai, China",2021
387,Taipei Medical University (TMU),"Taipei City, Taiwan",2021
387,Tianjin University,"Tianjin, China",2021
391,UCSI University,"Kuala Lumpur, Malaysia",2021
392,Beijing Institute of Technology,"Beijing, China",2021
392,HUFS - Hankuk (Korea) University of Foreign Studies,"Seoul, South Korea",2021
392,University of Naples - Federico II,"Naples, Italy",2021
392,Università Vita-Salute San Raffaele,"Milan, Italy",2021
396,Huazhong University of Science and Technology,"Wuhan, China",2021
396,University of the Philippines,"Quezon City, Philippines",2021
398,La Trobe University,"Melbourne, Australia",2021
398,Université de Strasbourg,"Strasbourg, France",2021
398,"University of Colorado, Denver","Denver, United States",2021
401,Peter the Great St. Petersburg Polytechnic University,"St. Petersburg, Russia",2021
401,National Research Tomsk Polytechnic University,Russia,2021
403,Chung-Ang University (CAU),"Seoul, South Korea",2021
403,Johannes Gutenberg Universität Mainz,"Mainz, Germany",2021
403,Kobe University,"Kobe City, Japan",2021
403,University of Trento,"Trento, Italy",2021
403,University of Witwatersrand,"Johannesburg, South Africa",2021
408,University of Oulu,"Oulu, Finland",2021
409,Sharif University of Technology,"Tehran, Iran",2021
409,Tampere University,"Tampere, Finland",2021
411,The American University in Cairo,"Cairo, Egypt",2021
411,"Essex, University of","Colchester, United Kingdom",2021
411,Washington State University,"Pullman, United States",2021
414,Bond University,"Gold Coast, Australia",2021
414,Tulane University,"New Orleans, United States",2021
416,"Goldsmiths, University of London","London, United Kingdom",2021
416,National Sun Yat-sen University,"Kaohsiung City, Taiwan",2021
416,"University of California, Santa Cruz","Santa Cruz, United States",2021
416,University of Tromsø The Arctic University of Norway,"Tromsø, Norway",2021
420,Université Laval,"Québec, Canada",2021
420,Universidade Federal de São Paulo,"São Paulo, Brazil",2021
420,University of Iowa,"Iowa City, United States",2021
423,Flinders University,"Adelaide, Australia",2021
423,Vilnius University,"Vilnius, Lithuania",2021
425,University of Bordeaux,"Talence, France",2021
426,Illinois Institute of Technology,"Chicago, United States",2021
426,Pontificia Universidad Javeriana,"Bogotá, Colombia",2021
428,The National University of Science and Technology MISIS,"Moscow, Russia",2021
428,Universidade Nova de Lisboa,"Lisbon, Portugal",2021
428,University of St.Gallen (HSG),"St. Gallen, Switzerland",2021
431,University of Coimbra,"Coimbra, Portugal",2021
432,Czech Technical University in Prague,"Prague, Czechia",2021
432,Pontificia Universidad Catolica del Peru,"Lima, Peru",2021
432,University of Florence,"Florence, Italy",2021
432,"The University of Tennessee, Knoxville","Knoxville, United States",2021
432,Xiamen University,"Xiamen, China",2021
437,Auckland University of Technology (AUT),"Auckland, New Zealand",2021
437,Julius-Maximilians-Universität Würzburg,"Würzburg, Germany",2021
439,Dublin City University,"Dublin, Ireland",2021
439,Ruhr-Universität Bochum,"Bochum, Germany",2021
439,Universiti Teknologi PETRONAS (UTP),"Seri Iskandar, Malaysia",2021
439,University of Johannesburg,"Johannesburg, South Africa",2021
443,Colorado State University,"Fort Collins, United States",2021
443,Universidad Austral,"Pilar, Argentina",2021
443,Universität Konstanz,"Konstanz, Germany",2021
446,Ben-Gurion University of The Negev,"Be'er Sheva, Israel",2021
446,Brandeis University,"Waltham, United States",2021
446,University of Science and Technology Beijing,"Beijing, China",2021
449,Beihang University (former BUAA),"Beijing, China",2021
449,"University of California, Riverside","Riverside, United States",2021
451,Universidad Politécnica de Madrid (UPM),"Madrid, Spain",2021
451,Universität des Saarlandes,"Saarbrücken, Germany",2021
451,Université de Liège,"Liège, Belgium",2021
454,Boston College,"Chestnut Hill, United States",2021
454,Quaid-i-Azam University,"Islamabad, Pakistan",2021
456,Dongguk University,"Seoul, South Korea",2021
456,Florida State University,"Tallahassee, United States",2021
456,Hasselt University,"Diepenbeek, Belgium",2021
456,Stellenbosch University,"Stellenbosch, South Africa",2021
456,The Catholic University of Korea,"Gyeonggi, South Korea",2021
456,University of Canberra,"Bruce, Australia",2021
462,James Cook University,"Townsville, Australia",2021
462,South China University of Technology,"Guangzhou, China",2021
462,Universidad ORT Uruguay,"Montevideo, Uruguay",2021
465,Koç University,"Istanbul, Turkey",2021
465,National Central University,"Taoyuan City, Taiwan",2021
465,Universidad de Belgrano,"Buenos Aires, Argentina",2021
465,University of Saskatchewan,"Saskatoon, Canada",2021
465,Yokohama City University,"Yokohama City, Japan",2021
470,Indian Institute of Technology Guwahati (IITG),"Guwahati, India",2021
470,Lappeenranta-Lahti University of Technology LUT,"Lappeenranta, Finland",2021
470,Martin-Luther-Universität Halle-Wittenberg,"Halle, Germany",2021
470,Rensselaer Polytechnic Institute,"Troy, United States",2021
474,Swansea University,"Swansea, United Kingdom",2021
474,Umm Al-Qura University,"Makkah, Saudi Arabia",2021
474,Western Sydney University,"Milperra, Australia",2021
477,Amirkabir University of Technology,"Tehran, Iran",2021
477,Concordia University,"Montreal, Canada",2021
477,National Technical University of Athens,"Athens, Greece",2021
477,University of Cyprus (UCY),"Nicosia, Cyprus",2021
477,V. N. Karazin Kharkiv National University,"Kharkiv, Ukraine",2021
477,Wayne State University,"Detroit, United States",2021
483,Universität  Leipzig,"Leipzig, Germany",2021
483,"University of Missouri, Columbia","Columbia, United States",2021
485,Aberystwyth University,"Aberystwyth, United Kingdom",2021
485,Shandong University,"Jinan, China",2021
485,University of Stirling,"Stirling, United Kingdom",2021
488,Chiba University,"Chiba City, Japan",2021
488,National Taipei University of Technology,"Taipei City, Taiwan",2021
490,Auezov South Kazakhstan University (SKU),"Shymkent, Kazakhstan",2021
490,Sogang University,"Seoul, South Korea",2021
492,Universidad de Montevideo (UM),"Montevideo, Uruguay",2021
493,Chang Gung University,"Taoyuan City, Taiwan",2021
493,Far Eastern Federal University,"Vladivostok, Russia",2021
493,Jilin University,"Changchun, China",2021
493,Southeast University,"Nanjing, China",2021
493,UNESP,"Sao Paulo, Brazil",2021
498,Universidad de La Habana,"Havana, Cuba",2021
499,Oregon State University,"Corvallis, United States",2021
499,Universidad de Alcalá,"Alcalá de Henares, Spain",2021
499,University of Eastern Finland,"Kuopio, Finland",2021
501-510,Christian-Albrechts-University zu Kiel,"Kiel, Germany",2021
501-510,East China Normal University,"Shanghai, China",2021
501-510,Hitotsubashi University,"Kunitachi City, Japan",2021
501-510,The University of Georgia,"Athens, United States",2021
501-510,University of Granada,"Granada, Spain",2021
501-510,Universidad de Santiago de Chile (USACH),"Santiago, Chile",2021
501-510,Universidad de Zaragoza,"Zaragoza, Spain",2021
501-510,University of Balamand,"Beirut, Lebanon",2021
501-510,University of Connecticut,"Storrs, United States",2021
501-510,University of Delhi,"New Delhi, India",2021
501-510,University of Szeged,"Szeged, Hungary",2021
511-520,Aston University,"Birmingham, United Kingdom",2021
511-520,Singapore Management University,"Singapore, Singapore",2021
511-520,Università Cattolica del Sacro Cuore,"Milan, Italy",2021
511-520,"University of Rome ""Tor Vergata""","Rome, Italy",2021
511-520,Aix-Marseille University,"Marseille, France",2021
511-520,Université de Montpellier,"Montpellier, France",2021
511-520,University of Klagenfurt,"Klagenfurt, Austria",2021
511-520,University of Limerick,"Limerick, Ireland",2021
511-520,Warsaw University of Technology,"Warsaw, Poland",2021
521-530,Airlangga University,"Surabaya, Indonesia",2021
521-530,Imam Abdulrahman Bin Faisal University (IAU),"Dammam, Saudi Arabia",2021
521-530,National Research Saratov State University,"Saratov, Russia",2021
521-530,Sabanci University,"Istanbul, Turkey",2021
521-530,University of Turin,"Turin, Italy",2021
521-530,University of Bayreuth,"Bayreuth, Germany",2021
521-530,University of Debrecen,"Debrecen, Hungary",2021
521-530,University of Milano-Bicocca,"Milan, Italy",2021
521-530,University of Ulsan,"Ulsan, South Korea",2021
531-540,Bogor Agricultural University,"Bogor, Indonesia",2021
531-540,Inha University,"Incheon, South Korea",2021
531-540,Justus-Liebig-University Giessen,"Giessen, Germany",2021
531-540,Masaryk University,"Brno, Czechia",2021
531-540,Nagasaki University,"Nagasaki City, Japan",2021
531-540,Northwestern Polytechnical University,"Xi'an, China",2021
531-540,Sichuan University,"Chengdu, China",2021
531-540,"Universidad Central ""Marta Abreu"" de Las Villas","Santa Clara, Cuba",2021
531-540,Universiti Utara Malaysia (UUM),"Sintok, Malaysia",2021
531-540,University of Texas Dallas,"Richardson, United States",2021
531-540,York University,"Toronto, Canada",2021
541-550,Coventry University,"Coventry, United Kingdom",2021
541-550,Institut National des Sciences Appliquées de Lyon (INSA),"Lyon, France",2021
541-550,Iowa State University,"Ames, United States",2021
541-550,Niigata University,"Niigata City, Japan",2021
541-550,Osaka City University,"Osaka City, Japan",2021
541-550,Satbayev University,"Almaty, Kazakhstan",2021
541-550,Universität Bremen,"Bremen, Germany",2021
541-550,University Paris 2 Panthéon-Assas,,2021
541-550,Saint Joseph University of Beirut (USJ),"Beirut, Lebanon",2021
541-550,University of Delaware,"Newark, United States",2021
551-560,Ajou University,"Suwon, South Korea",2021
551-560,Bar-Ilan University,"Ramat Gan, Israel",2021
551-560,Bilkent University,"Ankara, Turkey",2021
551-560,Hallym University,"Chuncheon, South Korea",2021
551-560,Konkuk University,"Seoul, South Korea",2021
551-560,Lebanese American University,"Byblos, Lebanon",2021
551-560,Lehigh University,"Bethlehem, United States",2021
551-560,Management and Science University,"Shah Alam, Malaysia",2021
551-560,Technische Universität Braunschweig,"Braunschweig, Germany",2021
551-560,Université Paul Sabatier Toulouse III,"Toulouse, France",2021
551-560,Victoria University,"Melbourne, Australia",2021
561-570,Cairo University,"Giza, Egypt",2021
561-570,Kumamoto University,"Kumamoto City, Japan",2021
561-570,Kyungpook National University,"Daegu, South Korea",2021
561-570,The New School,"New York, United States",2021
561-570,Thammasat University,"Bangkok, Thailand",2021
561-570,Universidad Externado de Colombia,"Bogotá, Colombia",2021
561-570,University of Nebraska - Lincoln,"Lincoln, United States",2021
561-570,University of Pretoria,"Pretoria, South Africa",2021
571-580,Abo Akademi University,"Turku, Finland",2021
571-580,Altai State University,"Barnaul, Russia",2021
571-580,Aristotle University of Thessaloniki,"Thessaloniki, Greece",2021
571-580,China University of Geosciences,"Wuhan, China",2021
571-580,"Lingnan University, Hong Kong","Hong Kong, Hong Kong SAR China",2021
571-580,Murdoch University,"Murdoch, Australia",2021
571-580,Okayama University,"Okayama City, Japan",2021
571-580,Universidad de Costa Rica,"San Jose, Costa Rica",2021
571-580,Universidad Panamericana (UP),"Mexico City, Mexico",2021
571-580,University of Guelph,"Guelph, Canada",2021
571-580,University of South Carolina,"Columbia, United States",2021
581-590,Clark University,"Worcester, United States",2021
581-590,Karl-Franzens-Universitaet Graz,"Graz, Austria",2021
581-590,"Kingston University, London","Kingston upon Thames, United Kingdom",2021
581-590,National Chengchi University,"Taipei City, Taiwan",2021
581-590,Pusan National University,"Busan, South Korea",2021
581-590,Renmin (People's) University of China,"Beijing, China",2021
581-590,Universidad de Sevilla,"Seville, Spain",2021
581-590,University of Aveiro,"Aveiro, Portugal",2021
581-590,University of South Florida,"Tampa, United States",2021
591-600,Central Queensland University (CQUniversity Australia),"Norman Gardens, Australia",2021
591-600,Dalian University of Technology,"Dalian, China",2021
591-600,Jeonbuk National University,"Jeonju, South Korea",2021
591-600,Kanazawa University,"Kanazawa, Japan",2021
591-600,Kazakh National Agrarian University KazNAU,"Almaty, Kazakhstan",2021
591-600,Palacký University Olomouc,,2021
591-600,Samara National Research University (Samara University),"Samara, Russia",2021
591-600,Southern Federal University,"Rostov-on-Don, Russia",2021
591-600,Universitat de Valencia,"València, Spain",2021
591-600,University of Minho,"Braga, Portugal",2021
591-600,University of Tehran,"Tehran, Iran",2021
601-650,American University in Dubai,"Dubai, United Arab Emirates",2021
601-650,Ateneo de Manila University,"Quezon City, Philippines",2021
601-650,Bangor University,,2021
601-650,Carleton University,"Ottawa, Canada",2021
601-650,Chiang Mai University,"Chiang Mai, Thailand",2021
601-650,Drexel University,"Philadelphia, United States",2021
601-650,East China University of Science and Technology,"Shanghai, China",2021
601-650,Eötvös Loránd University,"Budapest, Hungary",2021
601-650,Gifu University,"Gifu City, Japan",2021
601-650,Holy Spirit University of Kaslik,"Jounieh, Lebanon",2021
601-650,Hunan University,"Changsha, China",2021
601-650,Indian Institute of Technology Hyderabad,"Sangareddy, India",2021
601-650,Instituto Tecnológico de Buenos Aires (ITBA),"Buenos Aires, Argentina",2021
601-650,International Islamic University Malaysia (IIUM),"Kuala Lumpur, Malaysia",2021
